Make,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Horsepower,HP RPM,Torque,Torque RPM
8,0,2016,51446.123999999996,2,1,27,7,0,2,1.186,1,3765.0,1660.0,1520.0,5.0,43.0,74.0,4000.0,190.0,1750
20,1,2011,48438.0,5,0,40,14,1,2,2.497,2,4868.0,1854.0,1471.0,5.0,80.0,204.0,6100.0,245.0,5000
24,0,2017,37535.724,5,1,6,12,0,2,1.498,1,4315.0,1822.0,1695.0,5.0,50.0,105.0,5600.0,142.0,4000
1,4,2022,3726.0,5,0,58,14,0,2,1.998,2,4633.0,1811.0,1429.0,5.0,57.0,248.0,5200.0,350.0,1450
17,0,2014,77625.0,2,1,39,14,0,2,2.179,2,4456.0,1820.0,1995.0,8.0,60.0,120.0,4000.0,280.0,1800
8,1,2019,8073.0,5,0,45,14,0,2,1.591,1,4270.0,1780.0,1630.0,5.0,60.0,122.0,6400.0,154.0,4850
18,0,2015,69552.0,2,1,11,5,0,2,1.248,1,4265.0,1695.0,1685.0,7.0,45.0,89.0,4000.0,200.0,1750
8,0,2016,33099.3,5,1,56,8,0,2,1.197,1,3765.0,1660.0,1520.0,5.0,43.0,81.0,6000.0,114.0,4000
7,1,2019,21114.0,5,1,15,14,0,2,1.497,1,4440.0,1695.0,1495.0,5.0,40.0,117.0,6600.0,145.0,4600
20,4,2021,13041.0,5,0,24,1,0,2,3.982,2,5462.0,1899.0,1498.0,4.0,70.0,463.0,5250.0,700.0,2000
13,4,2017,15835.5,2,0,56,14,1,2,1.999,0,4360.0,2120.0,1635.0,5.0,57.0,177.0,4000.0,430.0,1750
17,0,2015,97908.102,2,1,29,13,1,2,1.997,1,4585.0,1890.0,1785.0,7.0,70.0,138.0,3750.0,320.0,1600
20,3,2018,12420.0,2,0,45,12,0,2,2.1430000000000002,1,4630.0,1777.0,1432.0,5.0,56.0,136.0,3200.0,300.0,1400
8,0,2018,48996.9,2,1,69,13,0,2,1.12,1,3995.0,1660.0,1520.0,5.0,43.0,71.0,4000.0,160.0,1500
20,4,2022,6831.0,2,0,15,1,0,2,1.95,2,5063.0,1860.0,1494.0,5.0,80.0,192.0,3800.0,400.0,1600
28,1,2017,59482.485,2,0,27,2,0,2,2.179,2,4788.0,1903.0,1791.0,7.0,60.0,154.0,4000.0,400.0,1700
6,0,2017,57132.0,2,1,0,4,0,2,1.498,1,3998.0,1765.0,1647.0,5.0,52.0,99.0,3750.0,205.0,1750
10,4,2019,26703.0,2,0,15,1,0,2,1.999,0,4731.0,2071.0,1651.0,5.0,82.0,177.0,4000.0,430.0,1750
20,2,2017,24422.688,2,0,36,13,0,2,2.1430000000000002,1,4630.0,1777.0,1432.0,5.0,56.0,134.0,3600.0,300.0,1600
29,3,2020,11566.125,2,0,45,3,0,2,2.3930000000000002,2,4735.0,1830.0,1795.0,7.0,55.0,148.0,3400.0,360.0,1400
18,0,2019,16146.0,5,1,39,2,0,2,1.197,1,3850.0,1695.0,1530.0,5.0,42.0,83.0,6000.0,115.0,4000
18,0,2018,57132.0,2,0,40,14,0,2,1.248,1,3995.0,1735.0,1515.0,5.0,37.0,74.0,4000.0,190.0,2000
17,1,2019,23598.0,2,1,54,14,0,2,2.523,2,4456.0,1820.0,1930.0,7.0,60.0,75.0,3200.0,200.0,1400
18,0,2019,6421.14,5,1,15,14,0,2,0.998,1,3599.0,1495.0,1700.0,5.0,35.0,67.0,6200.0,90.0,3500
0,1,2015,29625.426,2,0,59,1,0,2,1.968,0,4385.0,1831.0,1608.0,5.0,64.0,174.0,4200.0,380.0,1750
18,1,2021,8321.4,5,1,47,14,0,2,1.462,1,4445.0,1775.0,1700.0,6.0,45.0,103.0,6000.0,138.0,4400
6,0,2016,27704.673,2,1,59,13,0,2,1.498,1,3995.0,1695.0,1525.0,5.0,40.0,99.0,3750.0,215.0,1750
23,4,2017,4347.0,5,0,20,12,0,2,1.988,2,4379.0,1801.0,1295.0,2.0,54.0,295.0,6500.0,380.0,1950
18,0,2019,18009.0,5,1,36,7,0,2,1.197,1,3850.0,1695.0,1530.0,5.0,42.0,83.0,6000.0,115.0,4000
1,4,2020,14283.0,2,0,45,14,0,1,1.995,2,4633.0,1811.0,1429.0,5.0,57.0,188.0,4000.0,400.0,1750
18,0,2015,41967.18,0,1,56,14,0,2,0.998,1,3599.0,1495.0,1700.0,5.0,35.0,58.0,6200.0,77.0,3500
8,0,2015,26082.0,5,1,36,12,0,2,1.591,1,4375.0,1700.0,1475.0,5.0,43.0,121.0,6300.0,155.0,4200
8,0,2015,10063.305,5,1,56,14,0,2,0.998,1,3515.0,1550.0,1510.0,5.0,32.0,68.0,6200.0,94.0,3500
18,0,2007,57132.0,5,0,44,1,2,2,1.995,0,4470.0,1810.0,1695.0,5.0,66.0,120.0,5500.0,170.0,3500
8,0,2016,18009.0,5,0,45,13,0,2,1.197,1,3765.0,1660.0,1520.0,5.0,43.0,79.0,6000.0,112.0,4000
20,4,2022,8694.0,2,0,15,14,0,2,1.95,0,4924.0,2157.0,1772.0,5.0,93.0,241.0,4200.0,500.0,1600
17,0,2017,42849.0,2,0,15,1,0,2,1.493,2,3995.0,1835.0,1839.0,7.0,60.0,100.0,3750.0,240.0,1600
7,0,2015,71188.335,2,1,36,7,0,2,1.498,1,4440.0,1695.0,1495.0,5.0,40.0,99.0,3600.0,200.0,1750
1,3,2018,31050.0,2,0,15,2,1,2,1.995,2,4454.0,2044.0,1545.0,5.0,63.0,184.0,4000.0,350.0,1750
1,4,2019,18146.240999999998,2,0,6,2,0,2,1.995,2,4454.0,2044.0,1545.0,5.0,63.0,184.0,4000.0,350.0,1750
0,1,2012,47817.0,2,0,45,2,1,2,1.968,1,4915.0,1874.0,1455.0,5.0,65.0,177.0,3750.0,380.0,1750
20,4,2022,3415.5,2,0,27,14,3,2,1.95,0,4658.0,1890.0,1644.0,5.0,66.0,192.0,3800.0,400.0,1600
1,1,2013,43470.0,2,0,45,2,1,2,1.995,2,4624.0,2031.0,1429.0,5.0,60.0,184.0,4000.0,380.0,1750
7,1,2022,19872.0,5,0,15,4,0,2,1.498,1,4549.0,1748.0,1489.0,5.0,40.0,119.0,6600.0,145.0,4300
4,4,2018,5899.5,5,0,15,1,0,2,3.902,2,4568.0,1952.0,1213.0,2.0,78.0,660.0,8000.0,760.0,3000
30,3,2020,11118.384,2,0,45,14,0,2,1.968,0,4486.0,1839.0,1672.0,5.0,71.0,141.0,4000.0,340.0,1750
13,2,2012,58995.0,2,0,12,14,0,2,2.179,0,4355.0,2120.0,1635.0,5.0,57.0,190.0,3500.0,420.0,1750
20,4,2018,15695.775,5,0,27,1,0,2,2.996,0,4891.0,2003.0,1719.0,5.0,93.0,362.0,5500.0,520.0,2000
18,0,2016,42134.85,0,1,45,12,0,2,0.998,1,3599.0,1495.0,1700.0,5.0,35.0,58.0,6200.0,77.0,3500
28,0,2010,37260.0,5,1,24,14,0,2,0.624,2,3099.0,1495.0,1652.0,4.0,15.0,35.0,5250.0,48.0,3000
18,0,2017,65205.0,2,1,56,13,0,1,1.248,1,3850.0,1695.0,1530.0,5.0,42.0,74.0,4000.0,190.0,2000
8,1,2019,27945.0,5,0,58,14,0,2,1.591,1,4270.0,1780.0,1665.0,5.0,55.0,122.0,6400.0,151.0,4850
20,4,2021,4968.0,2,0,6,14,0,2,1.95,2,5063.0,1860.0,1494.0,5.0,80.0,192.0,3800.0,400.0,1600
29,1,2018,23598.0,5,0,45,5,0,1,1.798,1,4620.0,1775.0,1475.0,5.0,55.0,138.0,6400.0,173.0,4000
18,1,2020,34189.155,2,1,40,14,0,2,1.248,1,4300.0,1785.0,1595.0,5.0,48.0,89.0,4000.0,200.0,1750
18,0,2021,13662.0,5,1,58,2,0,2,1.197,1,3995.0,1745.0,1500.0,5.0,37.0,83.0,6000.0,115.0,4000
21,1,2013,58995.0,2,1,6,2,1,2,2.477,0,4695.0,1815.0,1840.0,7.0,70.0,176.0,4000.0,400.0,2000
18,0,2014,15962.184,5,1,45,12,0,2,1.197,1,3850.0,1695.0,1530.0,5.0,42.0,85.0,6000.0,114.0,4000
18,0,2016,34374.213,2,1,32,7,1,2,1.248,1,3995.0,1695.0,1555.0,5.0,42.0,74.0,4000.0,190.0,2000
0,2,2015,49680.0,2,0,11,13,0,2,1.968,0,4385.0,1831.0,1608.0,5.0,64.0,174.0,4200.0,380.0,1750
30,0,2018,38502.0,5,0,20,4,0,1,1.197,1,4390.0,1699.0,1467.0,5.0,55.0,103.0,5000.0,175.0,1500
6,4,2019,25787.646,2,0,12,13,0,2,3.198,0,4892.0,1860.0,1837.0,7.0,80.0,197.0,3000.0,470.0,1750
28,0,2018,18278.514,5,1,36,13,1,2,1.047,1,3746.0,1647.0,1535.0,5.0,35.0,69.0,4000.0,140.0,1800
3,0,2017,26082.0,5,1,39,14,0,2,1.198,1,3785.0,1635.0,1485.0,5.0,35.0,67.0,5000.0,104.0,4000
12,1,2021,8694.0,5,1,15,1,0,2,1.497,1,4315.0,1800.0,1645.0,5.0,50.0,114.0,6300.0,144.0,4500
1,1,2014,21735.0,2,0,36,4,0,2,1.995,2,4624.0,2031.0,1429.0,5.0,60.0,184.0,4000.0,380.0,1750
20,2,2018,37881.0,2,0,45,5,1,2,2.1430000000000002,1,4424.0,1804.0,1494.0,5.0,50.0,134.0,3600.0,300.0,1600
20,2,2015,27945.0,2,0,39,14,0,2,2.1430000000000002,1,4417.0,1804.0,1494.0,5.0,50.0,134.0,3600.0,300.0,1600
20,4,2019,19251.0,2,0,15,2,0,2,1.95,2,4686.0,1810.0,1442.0,5.0,66.0,192.0,3800.0,400.0,1600
8,0,2020,24219.0,5,1,45,14,0,2,1.197,1,3995.0,1775.0,1505.0,5.0,37.0,82.0,6000.0,115.0,4200
18,0,2012,32292.0,5,1,56,14,0,2,0.998,1,3600.0,1495.0,1595.0,5.0,35.0,67.0,6200.0,90.0,3500
8,0,2018,31671.0,5,1,32,14,0,2,0.8140000000000001,1,3495.0,1550.0,1500.0,5.0,32.0,55.0,5500.0,75.0,4000
18,0,2011,44712.0,5,1,32,13,0,2,0.998,1,3545.0,1490.0,1475.0,5.0,35.0,67.0,6000.0,90.0,3500
20,4,2020,31050.0,2,0,50,14,0,2,1.95,0,4924.0,2157.0,1772.0,5.0,93.0,241.0,4200.0,500.0,1600
0,2,2016,49835.871,2,0,15,2,1,2,1.968,0,4385.0,1831.0,1608.0,5.0,64.0,174.0,4200.0,380.0,1750
8,0,2010,53406.0,5,1,11,7,1,2,1.197,1,3565.0,1595.0,1550.0,5.0,35.0,80.0,5200.0,111.0,4000
18,0,2014,26395.605,5,1,57,12,0,2,0.796,1,3395.0,1490.0,1475.0,5.0,35.0,47.0,6000.0,69.0,3500
8,0,2017,26082.0,5,1,54,13,0,2,1.197,1,3985.0,1734.0,1505.0,5.0,45.0,82.0,6000.0,115.0,4000
1,4,2017,26206.2,2,0,45,1,0,2,2.993,2,5219.0,1902.0,1481.0,4.0,78.0,262.0,4000.0,620.0,2000
12,1,2019,35769.6,5,0,11,14,0,2,1.353,1,4315.0,1800.0,1645.0,5.0,50.0,138.0,6000.0,242.0,1500
17,1,2018,35397.0,2,1,39,1,0,2,2.179,1,4585.0,1890.0,1785.0,7.0,70.0,153.0,3750.0,360.0,1750
6,1,2014,52785.0,2,0,74,1,0,2,2.953,0,5060.0,1788.0,1826.0,7.0,71.0,154.0,3200.0,380.0,2500
8,1,2016,79488.0,2,0,56,14,1,1,1.995,1,4475.0,1850.0,1660.0,5.0,62.0,182.0,4000.0,400.0,1750
29,0,2011,40986.0,5,1,15,1,0,2,1.496,1,4265.0,1695.0,1510.0,5.0,45.0,80.0,5600.0,132.0,3000
30,0,2013,36018.0,5,1,10,3,0,2,1.598,1,4384.0,1699.0,1466.0,5.0,55.0,103.0,5250.0,153.0,3800
29,1,2015,39818.52,2,1,15,14,1,2,2.982,2,4705.0,1840.0,1850.0,7.0,80.0,169.0,3600.0,343.0,1400
18,0,2017,51108.3,5,1,56,14,0,2,1.373,1,4490.0,1730.0,1485.0,5.0,43.0,91.0,6000.0,130.0,4000
18,0,2017,45333.0,2,1,39,14,0,2,1.248,1,3995.0,1790.0,1640.0,5.0,48.0,89.0,4000.0,200.0,1750
18,0,2018,44712.0,2,1,39,2,0,2,1.598,1,4300.0,1765.0,1590.0,5.0,48.0,118.0,3750.0,320.0,1750
30,0,2018,31172.337,5,1,56,7,0,2,0.999,1,3971.0,1682.0,1469.0,5.0,45.0,75.0,6200.0,95.0,3000
7,0,2014,27651.267,5,1,45,4,0,2,1.198,1,3990.0,1680.0,1505.0,5.0,35.0,87.0,6000.0,109.0,4500
0,3,2017,44960.4,2,0,6,14,0,2,1.968,1,4726.0,1842.0,1427.0,5.0,54.0,188.0,4200.0,400.0,1750
6,0,2014,31050.0,5,1,15,14,1,2,1.499,1,3999.0,1765.0,1708.0,5.0,52.0,109.0,6300.0,140.0,4400
7,0,2014,22977.0,5,1,15,14,0,2,1.497,1,4440.0,1695.0,1495.0,5.0,40.0,117.0,6600.0,145.0,4600
20,4,2021,12420.0,2,0,15,2,0,2,2.9250000000000003,0,5207.0,2157.0,1823.0,7.0,90.0,326.0,3600.0,700.0,1200
28,2,2020,4968.0,2,0,8,1,0,2,1.956,1,4598.0,1894.0,1706.0,5.0,50.0,168.0,3750.0,350.0,1750
1,2,2014,42849.0,2,0,30,14,1,2,1.995,2,4899.0,2094.0,1464.0,5.0,65.0,190.0,4000.0,400.0,1750
1,3,2019,15525.0,2,0,15,14,0,2,1.995,2,4454.0,2044.0,1545.0,5.0,63.0,184.0,4000.0,350.0,1750
1,4,2022,10557.0,2,0,45,14,0,2,1.995,2,4454.0,2044.0,1545.0,5.0,63.0,184.0,4000.0,350.0,1750
7,0,2013,37881.0,5,1,15,8,0,2,1.497,1,4440.0,1695.0,1485.0,5.0,42.0,116.0,6600.0,146.0,4800
1,2,2015,42849.0,2,0,15,13,0,2,1.995,2,4936.0,1868.0,1479.0,5.0,65.0,188.0,4000.0,400.0,1750
20,4,2015,47817.0,2,0,11,1,1,2,2.987,0,5120.0,1934.0,1850.0,7.0,100.0,258.0,3600.0,619.0,1600
28,1,2018,51046.2,2,1,56,7,0,2,1.497,1,3994.0,1811.0,1607.0,5.0,44.0,108.0,3750.0,260.0,1500
7,1,2018,17388.0,5,1,15,13,0,2,1.497,1,4440.0,1695.0,1495.0,5.0,40.0,117.0,6600.0,145.0,4600
17,0,2011,72657.0,2,1,64,14,1,2,2.179,0,4430.0,1817.0,1975.0,7.0,60.0,122.0,4000.0,290.0,1800
15,4,2021,4905.9,2,0,27,1,0,2,1.996,0,4985.0,1926.0,1867.0,6.0,75.0,215.0,4000.0,480.0,1500
18,0,2010,44712.0,5,1,32,13,0,2,1.298,1,4160.0,1690.0,1530.0,5.0,43.0,87.0,6000.0,113.0,4500
0,1,2015,49059.0,2,0,1,2,1,2,1.968,0,4385.0,1831.0,1608.0,5.0,64.0,174.0,4200.0,380.0,1750
18,0,2013,45084.6,5,1,52,14,0,2,0.998,1,3620.0,1475.0,1460.0,5.0,35.0,67.0,6200.0,90.0,3500
3,0,2018,26276.373,5,0,6,7,1,2,0.999,1,3429.0,1560.0,1541.0,5.0,28.0,67.0,5500.0,91.0,4250
1,4,2021,11178.0,2,0,15,14,0,2,1.995,0,4657.0,1881.0,1678.0,5.0,67.0,190.0,4000.0,400.0,1750
18,1,2019,55890.0,2,1,27,14,0,2,1.248,1,3995.0,1790.0,1640.0,5.0,48.0,89.0,4000.0,200.0,1750
18,0,2017,22356.0,2,1,54,2,0,2,1.248,1,3995.0,1735.0,1515.0,5.0,37.0,74.0,4000.0,190.0,2000
8,1,2020,16270.2,5,0,15,14,0,2,0.998,1,3995.0,1770.0,1605.0,5.0,45.0,118.0,6000.0,172.0,1500
18,0,2019,6831.0,5,1,11,13,1,2,1.197,1,3840.0,1735.0,1530.0,5.0,37.0,82.0,6000.0,113.0,4200
18,0,2021,8921.286,5,1,1,10,0,2,1.197,1,3845.0,1735.0,1530.0,5.0,37.0,89.0,6000.0,113.0,4400
17,0,2017,40365.0,2,1,15,12,1,2,1.493,2,3995.0,1835.0,1839.0,7.0,60.0,84.0,3750.0,230.0,1500
29,0,2014,78246.0,2,1,15,13,0,2,2.494,2,4585.0,1760.0,1760.0,7.0,55.0,100.0,3600.0,200.0,1400
0,2,2015,44525.7,2,0,50,14,1,2,1.968,0,4385.0,1831.0,1608.0,5.0,64.0,174.0,4200.0,380.0,1750
17,1,2016,70794.0,2,1,39,14,0,2,2.179,1,4585.0,1890.0,1785.0,7.0,70.0,138.0,3750.0,330.0,1600
8,0,2016,36228.519,2,1,52,7,0,2,1.3960000000000001,1,3985.0,1734.0,1505.0,5.0,45.0,89.0,4000.0,220.0,1500
18,0,2019,44736.84,2,0,56,13,0,2,1.248,1,3995.0,1735.0,1515.0,5.0,37.0,74.0,4000.0,190.0,2000
1,4,2019,3726.0,5,0,15,14,0,2,1.998,2,4633.0,1811.0,1429.0,5.0,57.0,248.0,5200.0,350.0,1450
12,1,2022,3850.2,5,1,36,12,0,2,0.998,1,3995.0,1790.0,1647.0,5.0,45.0,118.0,6000.0,172.0,1500
20,1,2012,27324.0,5,0,45,13,2,2,5.461,2,5226.0,2120.0,1479.0,5.0,90.0,368.0,6300.0,505.0,4400
26,3,2021,4284.9,5,0,36,4,0,2,1.798,1,4861.0,1864.0,1483.0,5.0,66.0,177.0,5100.0,250.0,1250
20,4,2022,1552.5,5,0,51,7,0,2,1.991,2,5063.0,1860.0,1494.0,5.0,80.0,194.0,5800.0,300.0,1600
30,0,2016,42228.0,5,0,15,14,0,2,1.197,1,3971.0,1682.0,1469.0,5.0,45.0,103.0,5000.0,175.0,1500
18,0,2018,22356.0,2,1,54,14,0,2,1.248,1,3995.0,1790.0,1640.0,5.0,48.0,89.0,4000.0,200.0,1750
8,0,2021,11799.0,5,1,1,14,0,2,1.086,1,3610.0,1645.0,1560.0,5.0,35.0,68.0,5500.0,99.0,4500
20,4,2019,6210.0,2,0,11,14,0,2,1.95,2,5063.0,1860.0,1494.0,5.0,80.0,192.0,3800.0,400.0,1600
13,4,2019,21735.0,2,0,56,2,0,2,2.993,0,4999.0,2220.0,1835.0,5.0,105.0,244.0,4000.0,600.0,2000
16,3,2019,3974.4,2,0,15,12,0,2,1.496,1,3821.0,1727.0,1414.0,5.0,44.0,114.0,4000.0,270.0,1750
6,3,2019,21114.0,2,0,11,14,0,2,3.198,0,4903.0,1869.0,1837.0,7.0,80.0,197.0,3000.0,470.0,1750
24,0,2016,21735.0,2,0,15,7,1,2,1.461,1,4315.0,1822.0,1695.0,5.0,50.0,108.0,3900.0,248.0,2250
18,1,2019,28566.0,2,0,45,14,0,2,1.248,1,3995.0,1790.0,1640.0,5.0,48.0,89.0,4000.0,200.0,1750
26,0,2016,51543.0,2,1,10,14,0,2,1.598,1,4386.0,1699.0,1466.0,5.0,55.0,105.0,4400.0,250.0,2500
6,0,2013,33534.0,2,1,45,9,2,2,1.498,1,3999.0,1765.0,1708.0,5.0,52.0,89.0,3750.0,204.0,2000
12,1,2020,26082.0,5,1,1,1,0,2,1.497,1,4315.0,1800.0,1645.0,5.0,50.0,113.0,6300.0,144.0,4500
18,0,2020,25734.861,5,1,6,13,0,2,1.196,2,3675.0,1475.0,1800.0,5.0,40.0,73.0,6000.0,101.0,3000
18,0,2018,29916.054,2,1,67,14,0,2,1.248,1,3995.0,1790.0,1640.0,5.0,48.0,89.0,4000.0,200.0,1750
6,0,2016,38869.011,2,1,45,13,0,2,1.498,1,3998.0,1765.0,1647.0,5.0,52.0,99.0,3750.0,205.0,1750
7,0,2017,30211.65,5,0,45,4,0,2,1.199,1,3955.0,1694.0,1544.0,5.0,40.0,89.0,6000.0,110.0,4800
18,0,2017,32444.145,2,1,56,4,0,2,1.248,1,4300.0,1785.0,1595.0,5.0,48.0,89.0,4000.0,200.0,1750
20,4,2021,4657.5,5,0,15,1,0,2,1.991,2,5063.0,1860.0,1494.0,5.0,80.0,194.0,5800.0,300.0,1600
8,0,2017,40365.0,2,1,35,14,0,2,1.3960000000000001,1,3985.0,1734.0,1505.0,5.0,45.0,89.0,4000.0,220.0,1500
18,0,2015,26887.436999999998,5,1,37,12,0,2,0.998,1,3599.0,1495.0,1700.0,5.0,35.0,67.0,6200.0,90.0,3500
18,0,2019,27764.91,5,1,56,14,0,2,1.197,1,3850.0,1695.0,1530.0,5.0,42.0,83.0,6000.0,115.0,4000
24,0,2013,38502.0,2,1,39,13,0,2,1.461,1,4618.0,1813.0,1488.0,5.0,67.0,108.0,4000.0,240.0,1850
0,2,2017,36804.807,2,0,36,13,0,2,1.968,1,4726.0,1842.0,1427.0,5.0,54.0,188.0,4200.0,400.0,1750
18,0,2011,42849.0,5,1,27,13,0,2,1.197,1,3850.0,1695.0,1530.0,5.0,42.0,85.0,6000.0,114.0,4000
18,0,2017,46575.0,5,1,32,14,0,0,1.197,1,3995.0,1695.0,1555.0,5.0,42.0,83.0,6000.0,115.0,4000
8,0,2020,32438.556,5,1,68,13,0,2,1.197,1,3765.0,1660.0,1520.0,5.0,43.0,81.0,6000.0,114.0,4000
0,3,2019,9644.13,2,0,22,14,0,2,1.968,1,4456.0,1796.0,1416.0,5.0,50.0,141.0,3500.0,320.0,1750
18,0,2014,39744.0,2,1,0,14,0,2,1.248,1,3995.0,1695.0,1555.0,5.0,42.0,74.0,4000.0,190.0,2000
8,0,2020,21735.0,5,0,36,13,0,2,1.197,1,3805.0,1680.0,1520.0,5.0,37.0,82.0,6000.0,114.0,4000
29,3,2019,57132.0,2,1,39,1,0,2,2.755,2,4795.0,1855.0,1835.0,7.0,80.0,174.0,3400.0,420.0,1600
0,4,2018,11178.0,5,0,45,14,0,2,1.395,1,4726.0,1842.0,1427.0,5.0,54.0,148.0,5000.0,250.0,1500
7,0,2016,31050.0,5,1,36,12,0,2,1.199,1,3955.0,1694.0,1544.0,5.0,40.0,89.0,6000.0,110.0,4800
20,4,2022,1242.0,5,0,33,14,0,2,1.991,2,4658.0,1890.0,1644.0,5.0,66.0,194.0,5500.0,320.0,1650
20,4,2016,9936.0,2,0,33,14,0,2,2.1430000000000002,0,4819.0,2141.0,1796.0,5.0,93.0,201.0,3800.0,500.0,1600
20,4,2015,64515.69,2,0,39,1,1,2,2.987,0,5120.0,1934.0,1850.0,7.0,100.0,258.0,3600.0,619.0,1600
18,0,2018,44091.0,5,1,40,14,0,2,0.998,1,3600.0,1600.0,1560.0,5.0,35.0,67.0,6000.0,90.0,3500
17,1,2021,7452.0,2,1,40,12,0,2,2.184,0,3985.0,1820.0,1844.0,4.0,57.0,130.0,3750.0,300.0,1600
29,3,2016,57753.0,2,0,44,14,0,2,2.755,2,4795.0,1855.0,1835.0,7.0,80.0,174.0,3400.0,450.0,1600
18,0,2020,6210.0,5,1,42,14,0,2,1.197,1,3850.0,1695.0,1530.0,5.0,42.0,83.0,6000.0,115.0,4000
12,2,2020,21007.188,2,0,45,14,0,2,1.493,1,4315.0,1800.0,1645.0,5.0,50.0,114.0,4000.0,250.0,1500
18,0,2019,29808.0,0,1,45,13,0,2,0.998,1,3655.0,1620.0,1675.0,5.0,60.0,58.0,5500.0,78.0,3500
18,0,2017,44091.0,2,1,15,12,0,2,1.248,1,3995.0,1790.0,1640.0,5.0,48.0,89.0,4000.0,200.0,1750
17,3,2022,11178.0,2,0,15,14,0,2,2.184,1,4695.0,1890.0,1755.0,7.0,60.0,182.0,3500.0,450.0,1750
18,0,2019,31050.0,0,1,15,7,0,2,0.998,1,3655.0,1620.0,1675.0,5.0,60.0,58.0,5500.0,78.0,3500
8,0,2015,29808.0,5,1,15,13,0,2,1.197,1,3765.0,1660.0,1520.0,5.0,43.0,81.0,6000.0,114.0,4000
8,0,2022,2484.0,5,0,32,14,0,2,1.197,1,3995.0,1775.0,1505.0,5.0,37.0,87.0,6000.0,115.0,1500
7,0,2010,45333.0,5,1,15,13,1,2,1.497,1,4420.0,1695.0,1480.0,5.0,42.0,118.0,6600.0,146.0,4600
8,0,2014,42228.0,2,1,39,14,0,2,1.582,1,4370.0,1700.0,1475.0,5.0,43.0,128.0,4000.0,260.0,1900
1,3,2015,43470.0,2,0,12,2,1,2,1.995,2,4899.0,2094.0,1464.0,5.0,65.0,190.0,4000.0,400.0,1750
8,0,2015,35803.134,5,1,74,14,0,2,1.197,1,3995.0,1760.0,1555.0,5.0,45.0,82.0,6000.0,115.0,4000
18,0,2019,13662.0,5,1,40,14,0,2,0.998,1,3545.0,1490.0,1475.0,5.0,35.0,67.0,6000.0,90.0,3500
18,1,2019,25952.832,5,1,56,2,0,2,1.462,1,4445.0,1775.0,1700.0,6.0,45.0,103.0,6000.0,138.0,4400
1,3,2017,25461.0,2,0,27,2,0,2,1.995,1,4439.0,1821.0,1612.0,5.0,51.0,188.0,4000.0,400.0,1750
20,2,2013,66460.041,2,0,15,14,1,2,2.987,0,5120.0,1934.0,1850.0,7.0,100.0,258.0,3600.0,619.0,1600
12,1,2019,10557.0,5,1,6,14,0,2,1.353,1,4315.0,1800.0,1645.0,5.0,50.0,138.0,6000.0,242.0,1500
18,0,2019,36013.653,5,0,27,14,0,2,0.998,1,3545.0,1490.0,1475.0,5.0,35.0,67.0,6000.0,90.0,3500
18,0,2018,19872.0,5,1,44,13,0,2,1.197,1,3995.0,1745.0,1500.0,5.0,37.0,83.0,6000.0,115.0,4000
29,1,2018,16092.594,5,0,56,4,0,1,1.798,1,4620.0,1775.0,1475.0,5.0,55.0,138.0,6400.0,173.0,4000
0,4,2022,2794.5,5,0,15,1,0,2,2.995,0,5064.0,1970.0,1703.0,7.0,85.0,335.0,5200.0,500.0,1370
18,0,2014,70794.0,5,1,5,14,1,2,0.998,1,3620.0,1475.0,1460.0,5.0,35.0,67.0,6200.0,90.0,3500
17,1,2016,65205.0,2,0,45,7,1,2,2.179,1,4585.0,1890.0,1785.0,7.0,70.0,138.0,3750.0,330.0,1600
18,0,2016,27945.0,2,1,30,12,0,2,1.248,1,3995.0,1790.0,1640.0,5.0,48.0,89.0,4000.0,200.0,1750
18,0,2014,18743.643,5,1,45,7,0,2,1.197,1,3995.0,1695.0,1555.0,5.0,42.0,85.0,6000.0,114.0,4000
18,0,2016,45450.99,5,1,48,7,1,2,0.998,1,3599.0,1495.0,1700.0,5.0,35.0,67.0,6200.0,90.0,3500
1,4,2022,8147.5199999999995,5,0,56,14,0,2,1.998,1,4447.0,1821.0,1598.0,5.0,51.0,189.0,5000.0,280.0,1350
8,0,2014,39744.0,5,1,14,14,0,2,1.797,1,4530.0,1775.0,1470.0,5.0,56.0,147.0,6500.0,177.0,4700
7,0,2014,86940.0,2,1,27,14,0,2,1.498,1,4440.0,1695.0,1495.0,5.0,40.0,99.0,3600.0,200.0,1750
18,0,2015,24219.0,5,1,15,14,0,2,1.373,1,4490.0,1730.0,1485.0,5.0,43.0,91.0,6000.0,130.0,4000
22,0,2014,35346.078,5,0,12,2,1,2,1.198,1,3825.0,1665.0,1530.0,5.0,41.0,76.0,6000.0,104.0,4400
18,0,2018,34155.0,2,0,15,7,0,2,1.248,1,3995.0,1735.0,1515.0,5.0,37.0,74.0,4000.0,190.0,2000
8,1,2019,26082.0,2,1,45,13,0,2,1.3960000000000001,1,3995.0,1770.0,1605.0,5.0,45.0,89.0,4000.0,220.0,1500
30,4,2021,15525.0,5,0,45,13,0,2,1.984,0,4701.0,1839.0,1674.0,7.0,60.0,188.0,4200.0,320.0,1500
29,2,2019,17388.0,2,1,56,8,0,2,2.3930000000000002,2,4735.0,1830.0,1795.0,8.0,55.0,148.0,3400.0,343.0,1400
