Make,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Horsepower,HP RPM,Torque,Torque RPM
1,4,2019,49059.0,2,0,56,2,0,2,2.993,2,5091.0,1902.0,1538.0,5.0,68.0,265.0,4000.0,620.0,2000
29,0,2010,70794.0,2,1,39,1,1,2,2.982,0,4695.0,1840.0,1850.0,7.0,80.0,171.0,3600.0,343.0,1400
18,0,2014,50922.0,0,1,39,14,0,2,0.998,1,3599.0,1495.0,1700.0,5.0,35.0,58.0,6200.0,77.0,3500
7,0,2016,49680.0,5,0,15,7,0,2,1.199,1,3955.0,1694.0,1544.0,5.0,40.0,89.0,6000.0,110.0,4800
11,1,2017,35397.0,2,1,45,14,0,2,1.956,1,4395.0,1818.0,1640.0,5.0,60.0,171.0,3750.0,350.0,1750
18,0,2018,16647.147,5,1,45,1,1,2,1.196,2,3675.0,1475.0,1800.0,5.0,40.0,73.0,6000.0,101.0,3000
8,0,2018,14283.0,5,1,15,12,0,2,1.197,1,3985.0,1734.0,1505.0,5.0,40.0,82.0,6000.0,115.0,4000
18,0,2015,69552.0,2,1,24,14,0,2,1.248,1,3850.0,1695.0,1530.0,5.0,42.0,74.0,4000.0,190.0,2000
18,0,2015,43470.0,5,1,44,13,0,2,1.197,1,3995.0,1695.0,1555.0,5.0,42.0,85.0,6000.0,114.0,4000
30,0,2019,33489.909,5,1,6,12,0,2,0.999,1,3971.0,1682.0,1469.0,5.0,45.0,75.0,6200.0,95.0,3000
18,0,2014,30789.18,5,1,12,14,0,2,0.998,1,3600.0,1600.0,1560.0,5.0,35.0,67.0,6000.0,90.0,3500
29,0,2014,52785.0,2,1,32,14,1,2,1.364,1,4620.0,1775.0,1475.0,5.0,50.0,87.0,3800.0,205.0,1800
18,0,2015,37881.0,2,1,2,14,0,2,1.248,1,4490.0,1730.0,1485.0,5.0,43.0,89.0,4000.0,200.0,1750
18,0,2012,21735.0,4,1,71,6,1,2,0.998,1,3595.0,1475.0,1700.0,5.0,28.0,46.0,6200.0,85.0,3500
17,1,2016,26082.0,2,1,54,14,0,2,2.523,2,4456.0,1820.0,1930.0,8.0,60.0,75.0,3200.0,200.0,1400
7,0,2011,42849.0,5,0,6,1,1,2,1.497,1,4420.0,1695.0,1480.0,5.0,42.0,118.0,6600.0,146.0,4600
11,1,2017,43470.0,5,0,11,2,0,2,1.368,1,4395.0,1818.0,1640.0,5.0,60.0,160.0,5500.0,250.0,2500
8,0,2013,9799.38,5,1,67,12,0,2,1.197,1,3585.0,1595.0,1550.0,5.0,35.0,79.0,6000.0,112.7619,4000
0,3,2015,28566.0,2,0,15,1,0,2,2.967,0,5089.0,1983.0,1737.0,7.0,100.0,241.0,3800.0,550.0,1750
18,0,2016,31546.8,5,1,39,14,0,2,1.373,1,4490.0,1730.0,1485.0,5.0,43.0,91.0,6000.0,130.0,4000
29,0,2011,58995.0,5,0,45,14,0,2,1.794,1,4540.0,1760.0,1480.0,5.0,55.0,132.0,6000.0,170.0,4200
1,0,2010,69552.0,2,0,56,2,1,2,1.995,2,4841.0,1846.0,1468.0,5.0,70.0,177.0,4000.0,350.0,1750
0,4,2020,22356.0,5,0,11,7,0,2,1.984,1,4939.0,1886.0,1457.0,5.0,73.0,241.0,5000.0,370.0,1600
31,4,2019,2173.5,2,0,40,14,0,2,1.969,0,4688.0,1902.0,1658.0,5.0,71.0,235.0,4250.0,480.0,1750
18,0,2018,18630.0,2,1,54,13,0,2,1.248,1,3995.0,1790.0,1640.0,5.0,48.0,89.0,4000.0,200.0,1750
17,1,2017,11799.0,2,1,15,14,0,2,1.997,2,4456.0,1820.0,1995.0,8.0,60.0,120.0,4000.0,280.0,1800
18,0,2014,19313.1,5,1,31,8,1,2,0.998,1,3620.0,1475.0,1460.0,5.0,35.0,67.0,6200.0,90.0,3500
7,0,2014,40365.0,5,1,12,13,1,2,1.198,1,3990.0,1680.0,1505.0,5.0,35.0,87.0,6000.0,109.0,4500
29,3,2017,30429.0,2,0,15,14,1,2,2.755,0,4795.0,1855.0,1835.0,7.0,80.0,174.0,3400.0,450.0,1600
0,3,2020,6831.0,2,0,56,14,0,2,1.968,1,4456.0,1796.0,1416.0,5.0,50.0,141.0,3500.0,320.0,1750
8,0,2019,17388.0,5,1,34,14,0,2,1.197,1,3765.0,1660.0,1520.0,5.0,43.0,81.0,6000.0,114.0,4000
6,4,2021,5837.4,2,0,15,1,0,2,1.996,2,4903.0,1869.0,1837.0,7.0,80.0,168.0,3500.0,420.0,2000
20,4,2017,47817.0,2,0,56,14,0,2,2.1430000000000002,0,4656.0,1890.0,1639.0,5.0,66.0,168.0,3000.0,400.0,1400
8,0,2017,16767.0,2,1,36,14,1,2,1.186,1,3995.0,1660.0,1520.0,5.0,43.0,74.0,4000.0,190.0,1750
24,0,2017,9629.847,5,1,56,3,0,2,0.799,1,3679.0,1579.0,1478.0,5.0,28.0,53.0,5678.0,72.0,4386
27,1,2016,43470.0,2,1,43,1,1,2,2.696,0,4755.0,1900.0,1785.0,7.0,78.0,162.0,4000.0,340.0,3250
7,0,2015,27324.0,5,1,36,7,0,2,1.497,1,4440.0,1695.0,1495.0,5.0,40.0,117.0,6600.0,145.0,4600
1,4,2018,43470.0,2,0,45,14,0,2,1.995,0,4657.0,1881.0,1678.0,5.0,67.0,190.0,4000.0,400.0,1750
29,1,2015,90045.0,2,0,44,5,1,2,2.982,2,4705.0,1840.0,1850.0,7.0,80.0,169.0,3600.0,360.0,1400
3,0,2017,14904.0,5,1,20,12,0,2,0.999,1,3429.0,1560.0,1541.0,5.0,28.0,67.0,5500.0,91.0,4250
8,0,2014,29634.740999999998,4,1,54,12,0,2,1.086,1,3585.0,1595.0,1550.0,5.0,35.0,68.0,5500.0,99.08,4500
24,0,2017,9629.847,5,1,67,3,0,2,0.799,1,3679.0,1579.0,1478.0,5.0,28.0,53.0,5678.0,72.0,4386
7,0,2018,24219.0,5,1,51,8,1,2,1.497,1,4440.0,1695.0,1495.0,5.0,40.0,117.0,6600.0,145.0,4600
18,0,2017,36018.0,5,0,11,13,0,2,1.197,1,3995.0,1735.0,1515.0,5.0,37.0,82.0,6000.0,113.0,4200
8,0,2015,50922.0,2,1,58,12,1,2,1.582,1,4270.0,1780.0,1630.0,5.0,60.0,126.0,4000.0,265.0,1900
29,1,2018,59190.615,2,1,33,4,1,2,2.3930000000000002,2,4735.0,1830.0,1795.0,7.0,55.0,148.0,3400.0,343.0,1400
1,2,2016,28566.0,2,0,15,2,1,2,1.995,2,4633.0,1811.0,1429.0,5.0,57.0,188.0,4000.0,400.0,1750
18,0,2019,7373.754,5,0,45,14,0,2,1.197,1,3840.0,1735.0,1530.0,5.0,37.0,82.0,6000.0,113.0,4200
8,0,2014,53406.0,2,1,39,13,0,2,1.582,1,4370.0,1700.0,1475.0,5.0,43.0,126.0,4000.0,260.0,1900
30,0,2014,68931.0,2,1,3,2,1,2,1.199,1,3970.0,1682.0,1453.0,5.0,45.0,74.0,4200.0,180.0,2000
31,2,2015,31050.0,2,0,12,14,1,2,1.984,1,4370.0,1783.0,1458.0,5.0,60.0,150.0,3500.0,350.0,1500
22,0,2021,17388.0,5,1,74,14,0,1,0.999,1,3994.0,1758.0,1572.0,5.0,40.0,71.0,6250.0,96.0,3500
18,0,2019,15525.0,5,1,46,7,0,2,0.998,1,3695.0,1600.0,1560.0,5.0,35.0,67.0,6000.0,90.0,3500
12,1,2021,7452.0,2,1,58,14,0,2,1.493,1,4315.0,1800.0,1637.0,5.0,50.0,113.0,4000.0,250.0,1500
8,0,2019,19872.0,5,1,74,13,0,2,1.086,1,3610.0,1645.0,1560.0,5.0,35.0,68.0,5500.0,99.0,4500
13,4,2014,43470.0,2,0,45,7,0,1,2.993,0,4879.0,2073.0,1780.0,5.0,77.0,289.0,4000.0,600.0,2000
29,2,2017,69552.0,2,1,27,3,0,2,2.3930000000000002,2,4735.0,1830.0,1795.0,7.0,55.0,148.0,3400.0,343.0,1400
1,3,2017,32167.8,2,0,50,1,1,2,1.995,2,4936.0,1868.0,1479.0,5.0,65.0,188.0,4000.0,400.0,1750
18,0,2017,13662.0,5,0,15,2,0,2,1.197,1,3700.0,1690.0,1595.0,5.0,32.0,82.0,6000.0,113.0,4200
28,0,2015,96255.0,2,1,27,1,0,2,2.179,2,4655.0,1965.0,1922.0,7.0,55.0,138.0,4000.0,320.0,1700
20,2,2016,37260.0,5,0,49,1,1,2,1.991,2,4879.0,1854.0,1474.0,5.0,80.0,184.0,5500.0,300.0,1200
1,4,2018,14283.0,2,0,56,7,0,2,1.995,2,4936.0,1868.0,1479.0,5.0,65.0,188.0,4000.0,400.0,1750
18,0,2014,46575.0,5,1,44,14,0,2,1.197,1,3850.0,1695.0,1530.0,5.0,42.0,85.0,6000.0,114.0,4000
5,0,2014,44091.0,2,1,27,8,0,2,1.248,1,3987.0,1687.0,1495.0,5.0,45.0,75.0,4000.0,197.0,1750
0,3,2017,39744.0,2,0,11,14,0,2,1.968,1,4385.0,1831.0,1608.0,5.0,64.0,150.0,3500.0,340.0,1750
7,0,2018,28147.446,5,1,45,14,0,2,1.199,1,3999.0,1734.0,1601.0,5.0,40.0,89.0,6000.0,110.0,4800
20,4,2020,17437.059,2,0,45,2,0,2,1.95,2,4686.0,1810.0,1442.0,5.0,66.0,241.0,4200.0,500.0,1600
0,3,2019,9643.509,2,0,45,14,0,2,1.968,1,4456.0,1796.0,1416.0,5.0,50.0,141.0,3500.0,320.0,1750
20,2,2015,26827.2,5,0,56,13,0,1,1.991,1,4424.0,1804.0,1494.0,5.0,50.0,181.0,5500.0,300.0,1200
7,1,2017,18248.706,5,0,6,13,1,2,1.497,1,4440.0,1695.0,1495.0,5.0,40.0,117.0,6600.0,145.0,4600
8,0,2021,11243.205,5,1,6,13,0,2,1.197,1,3765.0,1660.0,1520.0,5.0,43.0,81.0,6000.0,114.0,4000
18,0,2017,77856.012,2,1,12,4,0,2,1.248,1,4300.0,1765.0,1590.0,5.0,48.0,89.0,4000.0,200.0,1750
0,2,2015,62100.0,2,0,29,2,0,2,1.968,1,4933.0,1874.0,1455.0,5.0,75.0,190.0,3800.0,400.0,1750
18,0,2019,24840.0,5,1,67,13,0,2,1.196,2,3675.0,1475.0,1800.0,7.0,40.0,73.0,6000.0,101.0,3000
17,3,2022,19251.0,2,0,29,1,0,2,2.184,0,4695.0,1890.0,1755.0,7.0,60.0,182.0,3500.0,450.0,1750
0,3,2012,26082.0,2,0,39,14,0,2,2.967,0,4969.0,2139.0,1420.0,5.0,65.0,241.0,4000.0,500.0,1400
7,0,2012,40365.621,5,0,56,12,0,2,1.497,1,4440.0,1695.0,1485.0,5.0,42.0,116.0,6600.0,146.0,4800
0,2,2014,26412.993,2,0,45,2,0,2,2.967,0,5089.0,1983.0,1737.0,7.0,100.0,241.0,3800.0,550.0,1750
8,0,2018,27945.0,5,1,45,14,0,2,1.197,1,3765.0,1660.0,1520.0,5.0,43.0,81.0,6000.0,114.0,4000
13,4,2018,22356.0,2,0,58,14,1,2,2.179,0,4600.0,2069.0,1724.0,7.0,65.0,148.0,4000.0,400.0,1750
29,3,2017,27324.0,2,0,15,1,1,2,2.755,2,4795.0,1855.0,1835.0,7.0,80.0,174.0,3400.0,450.0,1600
18,0,2016,52785.0,2,1,39,14,0,2,1.248,1,3995.0,1695.0,1555.0,5.0,42.0,74.0,4000.0,190.0,2000
8,2,2021,10557.0,2,1,32,1,0,2,1.582,1,4270.0,1780.0,1630.0,5.0,60.0,126.0,4000.0,265.0,1900
18,1,2019,44712.0,2,1,39,13,0,2,1.248,1,4296.0,1695.0,1685.0,7.0,45.0,89.0,4000.0,200.0,1750
8,0,2019,21362.4,5,0,59,13,0,2,1.086,1,3610.0,1645.0,1560.0,5.0,35.0,68.0,5500.0,99.0,4500
8,1,2021,5464.8,5,1,15,14,0,2,0.998,1,3995.0,1770.0,1605.0,5.0,45.0,118.0,6000.0,172.0,1500
7,1,2022,1242.0,5,0,15,7,0,2,1.498,1,4549.0,1748.0,1489.0,5.0,40.0,119.0,6600.0,145.0,4300
8,1,2020,12233.7,2,1,45,8,0,2,1.493,1,4300.0,1790.0,1635.0,5.0,50.0,113.0,4000.0,250.0,1500
8,0,2016,27945.0,5,1,15,14,0,2,1.591,1,4375.0,1700.0,1475.0,5.0,43.0,121.0,6300.0,158.0,4200
18,0,2017,47196.0,2,0,50,13,0,2,1.248,1,3995.0,1695.0,1555.0,5.0,42.0,74.0,4000.0,190.0,2000
30,0,2013,68310.0,2,1,6,13,0,2,1.598,1,4384.0,1699.0,1466.0,5.0,55.0,103.0,4400.0,250.0,1500
7,1,2022,1676.7,5,1,15,13,0,2,1.497,1,4440.0,1695.0,1495.0,5.0,40.0,118.0,6600.0,145.0,4600
29,2,2018,46575.0,2,0,1,7,0,2,2.755,2,4735.0,1830.0,1795.0,7.0,55.0,172.0,3400.0,360.0,1200
25,4,2011,37260.0,5,0,45,8,1,1,6.5920000000000005,2,5399.0,1948.0,1550.0,5.0,82.5,570.0,5250.0,780.0,1500
0,2,2017,68310.0,2,0,45,2,0,2,1.968,0,4385.0,1831.0,1608.0,5.0,64.0,174.0,4200.0,380.0,1750
26,1,2016,43470.0,5,0,58,14,1,2,1.798,1,4861.0,1864.0,1483.0,5.0,66.0,177.0,5100.0,250.0,1250
0,2,2017,26082.0,2,0,24,13,0,2,1.968,0,4385.0,1831.0,1608.0,5.0,64.0,184.0,3500.0,380.0,1750
30,0,2015,43470.0,2,1,20,12,0,2,1.498,1,3971.0,1682.0,1469.0,5.0,45.0,89.0,4200.0,230.0,1500
7,1,2018,32844.69,5,1,24,13,0,2,1.497,1,4440.0,1695.0,1495.0,5.0,40.0,117.0,6600.0,145.0,4600
8,1,2018,45252.27,2,0,45,14,0,1,1.582,1,4270.0,1780.0,1665.0,5.0,55.0,126.0,4000.0,260.0,1500
8,0,2017,30175.011,5,1,27,14,0,2,1.197,1,3985.0,1734.0,1505.0,5.0,45.0,82.0,6000.0,115.0,4000
17,1,2019,37811.448,2,1,30,13,0,2,1.497,1,3995.0,1821.0,1627.0,5.0,42.0,115.0,3750.0,300.0,1500
8,0,2014,29808.0,5,1,39,12,0,2,0.8140000000000001,1,3495.0,1550.0,1500.0,5.0,32.0,55.0,5500.0,75.0,4000
28,0,2018,12575.871,5,1,56,7,0,2,1.198,1,3994.0,1811.0,1607.0,5.0,44.0,108.0,5000.0,170.0,1750
8,0,2015,30429.0,2,1,45,14,0,2,1.582,1,4375.0,1700.0,1475.0,5.0,43.0,126.0,4000.0,260.0,1900
18,0,2013,40986.0,5,1,42,14,0,2,1.197,1,3850.0,1695.0,1530.0,5.0,42.0,85.0,6000.0,114.0,4000
13,4,2020,33658.2,2,0,28,14,0,2,1.999,0,4600.0,2069.0,1724.0,7.0,70.0,177.0,4000.0,430.0,1750
7,0,2017,31852.332,5,1,67,14,0,2,1.497,1,4440.0,1695.0,1495.0,5.0,40.0,117.0,6600.0,145.0,4600
6,0,2015,55269.0,2,1,29,9,1,2,1.498,1,3886.0,1695.0,1525.0,5.0,40.0,99.0,3750.0,215.0,1750
29,0,2019,34155.0,5,1,29,13,0,2,1.197,1,3995.0,1745.0,1510.0,5.0,37.0,82.0,6000.0,113.0,4200
20,1,1988,44091.0,5,0,14,12,2,2,1.991,2,5063.0,1860.0,1494.0,5.0,80.0,181.0,5500.0,300.0,1200
8,2,2021,12420.0,2,1,33,14,0,2,1.493,1,4500.0,1790.0,1675.0,7.0,50.0,113.0,4000.0,250.0,1500
7,0,2016,42538.5,5,1,1,3,0,2,1.497,1,4440.0,1695.0,1495.0,5.0,40.0,117.0,6600.0,145.0,4600
8,1,2014,61479.0,2,0,15,14,0,1,2.199,0,4690.0,1880.0,1690.0,7.0,64.0,194.0,3800.0,437.0,1800
29,2,2018,68310.0,2,0,15,3,0,1,2.755,2,4735.0,1830.0,1795.0,7.0,55.0,172.0,3400.0,360.0,1200
29,0,2019,11950.524,5,1,74,12,0,2,1.197,1,3995.0,1745.0,1510.0,5.0,37.0,82.0,6000.0,113.0,4200
18,0,2020,11799.0,5,1,71,2,0,2,1.197,1,3655.0,1620.0,1675.0,5.0,32.0,82.0,6000.0,113.0,4200
8,0,2015,46575.0,2,0,15,13,1,2,2.199,0,4690.0,1880.0,1690.0,7.0,64.0,194.0,3800.0,437.0,1800
29,3,2021,18009.0,2,1,6,14,0,2,2.3930000000000002,2,4735.0,1830.0,1795.0,7.0,55.0,148.0,3400.0,343.0,1400
0,1,2013,37260.0,2,0,56,7,1,2,1.968,1,4915.0,1874.0,1455.0,5.0,65.0,177.0,3750.0,380.0,1750
18,0,2015,49680.0,5,1,51,14,1,2,1.197,1,3850.0,1695.0,1530.0,5.0,42.0,85.0,6000.0,114.0,4000
14,4,2018,33844.5,5,0,15,1,1,2,2.494,0,4640.0,1845.0,1645.0,5.0,56.0,194.0,5700.0,210.0,4200
29,3,2021,23598.0,2,0,45,11,0,2,2.3930000000000002,2,4735.0,1830.0,1795.0,7.0,55.0,148.0,3400.0,360.0,1400
20,4,2021,10423.485,5,0,6,14,0,2,1.991,2,4658.0,1890.0,1644.0,5.0,66.0,194.0,5500.0,320.0,1650
18,0,2016,32292.0,2,1,15,2,1,2,1.248,1,3995.0,1790.0,1640.0,5.0,48.0,89.0,4000.0,200.0,1750
8,0,2013,47196.0,0,1,15,14,0,2,1.086,1,3565.0,1525.0,1590.0,5.0,35.0,62.0,5500.0,96.0,3000
8,0,2019,26503.038,5,1,45,2,0,2,1.197,1,3985.0,1734.0,1505.0,5.0,45.0,82.0,6000.0,115.0,4000
7,0,2010,58995.0,5,0,24,7,1,2,1.497,1,4420.0,1695.0,1480.0,5.0,42.0,118.0,6600.0,146.0,4600
24,0,2016,40365.0,2,1,15,7,1,2,1.461,1,4315.0,1822.0,1695.0,5.0,50.0,108.0,3900.0,248.0,2250
30,1,2021,19251.0,5,0,27,13,0,2,0.999,1,4221.0,1760.0,1612.0,5.0,50.0,114.0,5000.0,178.0,1750
18,0,2014,51345.522,5,1,56,14,0,2,0.998,1,3620.0,1475.0,1460.0,5.0,35.0,67.0,6200.0,90.0,3500
8,0,2016,43780.5,2,1,31,14,0,2,1.3960000000000001,1,3995.0,1760.0,1555.0,5.0,45.0,89.0,4000.0,220.0,1500
15,2,2021,6210.0,5,0,20,12,0,2,1.451,1,4720.0,1835.0,1760.0,6.0,60.0,141.0,5000.0,250.0,1600
24,0,2016,35495.739,5,1,71,13,0,2,0.799,1,3679.0,1579.0,1478.0,5.0,28.0,53.0,5678.0,72.0,4386
13,3,2016,74520.0,2,0,15,2,0,2,2.993,0,4838.0,1915.0,1837.0,7.0,82.0,245.0,4000.0,600.0,2000
17,2,2021,10557.0,2,1,56,1,0,2,2.184,0,3985.0,1820.0,1844.0,4.0,57.0,130.0,3750.0,300.0,1600
7,0,2012,24840.0,5,0,56,12,1,2,1.497,1,4440.0,1695.0,1485.0,5.0,42.0,116.0,6600.0,146.0,4800
8,0,2020,36080.1,5,1,39,14,0,2,1.197,1,3985.0,1734.0,1505.0,5.0,45.0,82.0,6000.0,115.0,4000
29,1,2012,7917.129,2,1,36,7,0,2,2.982,0,4705.0,1840.0,1850.0,7.0,80.0,169.0,3600.0,343.0,1400
8,0,2013,51832.386,2,0,29,14,0,2,2.199,0,4660.0,1890.0,1760.0,7.0,70.0,195.0,4000.0,436.0,1800
17,0,2015,53406.0,2,1,57,14,1,2,2.523,2,4456.0,1820.0,1930.0,8.0,60.0,75.0,3200.0,200.0,1400
20,2,2015,37831.941,5,0,56,1,1,2,1.991,2,4686.0,1810.0,1442.0,5.0,66.0,181.0,5500.0,300.0,1200
0,2,2014,48438.0,2,0,1,4,0,2,1.968,0,4629.0,1898.0,1653.0,5.0,75.0,174.0,4200.0,380.0,1750
8,0,2012,32913.0,5,1,45,7,0,1,1.591,1,4370.0,1700.0,1475.0,5.0,43.0,121.0,6300.0,158.0,4200
24,0,2016,21571.056,5,1,27,12,0,2,0.999,1,3679.0,1579.0,1478.0,5.0,28.0,67.0,5500.0,91.0,4250
28,2,2020,8942.4,2,1,1,13,0,2,1.956,1,4598.0,1894.0,1706.0,5.0,50.0,168.0,3750.0,350.0,1750
17,0,2015,52785.0,2,1,3,6,1,2,2.498,0,3920.0,1710.0,1930.0,7.0,60.0,105.0,3800.0,247.0,1800
0,2,2018,48183.39,5,0,15,2,0,2,1.395,1,4456.0,1796.0,1416.0,5.0,50.0,148.0,5000.0,250.0,1500
6,4,2017,15525.0,5,0,11,1,2,2,4.9510000000000005,2,4784.0,2080.0,1391.0,4.0,60.9,396.0,6500.0,515.0,4250
10,4,2018,25178.445,2,0,1,7,0,2,1.999,0,4731.0,2071.0,1651.0,5.0,82.0,177.0,4000.0,430.0,1750
18,0,2009,35305.092,0,1,32,5,1,2,0.796,1,3495.0,1475.0,1460.0,5.0,35.0,39.0,6200.0,54.0,3000
18,0,2018,26082.0,5,0,45,2,0,2,1.197,1,3995.0,1735.0,1515.0,5.0,37.0,82.0,6000.0,113.0,4200
26,1,2018,34155.0,5,0,56,7,1,2,1.598,1,4413.0,1699.0,1466.0,5.0,55.0,104.0,5200.0,153.0,3750
26,0,2014,32913.0,5,0,15,14,1,2,1.798,1,4838.0,1817.0,1482.0,5.0,60.0,158.0,4500.0,250.0,1500
16,3,2018,10557.0,2,0,15,6,0,2,1.496,1,3821.0,1727.0,1414.0,5.0,44.0,114.0,4000.0,270.0,1750
29,4,2020,31050.0,2,0,45,14,0,2,2.755,2,4795.0,1855.0,1835.0,7.0,80.0,174.0,3400.0,450.0,1600
18,0,2017,47067.453,2,1,50,14,0,2,1.248,1,3995.0,1790.0,1640.0,5.0,48.0,89.0,4000.0,200.0,1750
31,1,2012,55462.131,2,0,27,14,0,2,1.984,1,4635.0,1865.0,1484.0,5.0,67.5,165.0,3500.0,400.0,2750
18,0,2018,49680.0,2,1,44,7,0,2,1.248,1,3995.0,1790.0,1640.0,5.0,48.0,89.0,4000.0,200.0,1750
23,4,2020,23598.0,5,0,1,2,0,2,2.995,0,4696.0,1923.0,1624.0,5.0,65.0,349.0,5400.0,480.0,1360
29,3,2019,43159.5,2,0,15,14,1,2,2.755,2,4795.0,1855.0,1835.0,7.0,80.0,174.0,3400.0,450.0,1600
18,0,2018,41479.074,5,1,36,10,0,2,0.998,1,3599.0,1495.0,1700.0,5.0,35.0,67.0,6200.0,90.0,3500
23,4,2019,16767.0,5,0,27,12,0,1,1.984,0,4696.0,1923.0,1624.0,5.0,65.0,248.0,5000.0,370.0,1600
18,0,2017,22117.536,5,0,56,2,0,2,1.197,1,3995.0,1745.0,1500.0,5.0,37.0,83.0,6000.0,115.0,4000
18,0,2015,39744.0,5,1,59,2,0,2,1.196,2,3675.0,1475.0,1800.0,5.0,40.0,73.0,6000.0,101.0,3000
18,1,2020,4347.0,5,0,11,8,0,2,1.197,1,3995.0,1745.0,1500.0,5.0,37.0,83.0,6000.0,115.0,4000
18,0,2015,27945.0,5,1,59,4,0,2,0.998,1,3599.0,1495.0,1700.0,5.0,35.0,67.0,6200.0,90.0,3500
18,0,2017,5589.0,5,1,15,7,0,2,1.373,1,4296.0,1695.0,1685.0,7.0,45.0,94.0,6000.0,130.0,4000
18,0,2015,42065.298,0,1,15,14,1,2,0.998,1,3599.0,1495.0,1700.0,5.0,35.0,58.0,6200.0,77.0,3500
29,1,2021,6849.63,5,1,6,2,0,2,1.197,1,3995.0,1745.0,1510.0,5.0,37.0,82.0,6000.0,113.0,4200
8,0,2015,30505.383,5,1,54,14,0,2,1.197,1,3585.0,1595.0,1550.0,5.0,35.0,79.0,6000.0,112.7619,4000
18,0,2018,28566.0,2,1,8,14,0,2,1.248,1,3995.0,1695.0,1555.0,5.0,42.0,74.0,4000.0,190.0,2000
18,0,2018,39744.0,2,1,39,14,0,2,1.248,1,3995.0,1790.0,1640.0,5.0,48.0,89.0,4000.0,200.0,1750
18,0,2021,4931.982,5,1,67,12,0,2,0.998,1,3565.0,1520.0,1564.0,5.0,27.0,67.0,5500.0,90.0,3500
18,0,2017,32354.1,5,1,39,14,0,2,0.796,1,3395.0,1490.0,1475.0,5.0,35.0,47.0,6000.0,69.0,3500
26,1,2019,20374.389,2,1,12,13,0,2,1.598,1,4386.0,1699.0,1466.0,5.0,55.0,105.0,4400.0,250.0,2500
29,2,2014,62721.0,2,0,30,14,0,2,2.982,2,4705.0,1840.0,1850.0,7.0,80.0,169.0,3600.0,360.0,1400
0,2,2016,25150.5,2,0,45,14,0,2,1.968,1,4456.0,1796.0,1416.0,5.0,50.0,141.0,3500.0,320.0,1750
11,2,2021,15959.7,5,1,33,1,0,1,1.368,1,4395.0,1818.0,1640.0,5.0,60.0,160.0,5500.0,250.0,2500
20,2,2014,52785.0,2,0,15,14,1,2,2.1430000000000002,0,4804.0,2141.0,1796.0,5.0,70.0,203.0,4200.0,500.0,1600
8,0,2017,10723.428,5,1,49,12,0,2,1.197,1,3985.0,1734.0,1505.0,5.0,45.0,82.0,6000.0,115.0,4000
18,0,2017,42228.0,5,1,51,4,0,2,1.197,1,3995.0,1745.0,1500.0,5.0,37.0,83.0,6000.0,115.0,4000
18,0,2017,27386.1,5,0,45,13,0,1,1.197,1,3995.0,1695.0,1555.0,5.0,42.0,83.0,6000.0,115.0,4000
8,0,2014,14283.0,5,1,1,4,0,2,1.197,1,3995.0,1710.0,1505.0,5.0,45.0,83.0,6000.0,113.796,4000
20,4,2018,59483.106,2,0,15,1,0,2,2.1430000000000002,0,4819.0,2141.0,1796.0,5.0,93.0,201.0,3800.0,500.0,1600
0,2,2016,59244.021,2,0,6,1,0,2,1.968,0,4385.0,1831.0,1608.0,5.0,64.0,174.0,4200.0,380.0,1750
12,2,2020,4347.0,5,0,6,1,0,2,1.353,1,4315.0,1800.0,1645.0,5.0,50.0,138.0,6000.0,242.0,1500
8,1,2017,14904.0,5,0,45,14,0,2,1.999,1,4620.0,1800.0,1465.0,5.0,50.0,150.0,6200.0,192.0,4000
8,0,2015,25630.533,5,1,45,14,0,2,1.495,1,4250.0,1670.0,1370.0,5.0,45.0,94.0,5500.0,125.0,3500
8,1,2018,40957.434,2,1,56,12,0,2,1.582,1,4270.0,1780.0,1665.0,5.0,55.0,126.0,4000.0,260.0,1500
8,0,2016,17388.0,5,1,45,8,0,2,1.197,1,3585.0,1595.0,1550.0,5.0,35.0,79.0,6000.0,112.7619,4000
18,0,2021,24124.608,5,1,52,13,0,2,0.998,1,3565.0,1520.0,1564.0,5.0,27.0,67.0,5500.0,90.0,3500
29,2,2017,18630.0,2,1,11,8,0,2,2.3930000000000002,2,4735.0,1830.0,1795.0,7.0,55.0,148.0,3400.0,343.0,1400
14,4,2020,16767.0,3,0,45,2,0,2,2.487,1,4975.0,1865.0,1445.0,5.0,50.0,176.0,5700.0,221.0,3600
18,0,2017,42849.0,5,1,20,7,0,2,1.197,1,3995.0,1695.0,1555.0,5.0,42.0,83.0,6000.0,115.0,4000
8,0,2016,14096.7,5,1,45,12,0,2,1.197,1,3995.0,1760.0,1555.0,5.0,45.0,82.0,6000.0,115.0,4000
0,3,2019,25461.0,2,0,27,14,1,2,1.968,0,4385.0,1831.0,1608.0,5.0,64.0,184.0,3500.0,380.0,1750
17,1,2014,62100.0,2,1,45,12,1,2,2.179,2,4456.0,1820.0,1995.0,8.0,60.0,120.0,4000.0,280.0,1800
18,1,2018,8113.986,5,1,6,7,0,2,1.373,1,4490.0,1730.0,1485.0,5.0,43.0,91.0,6000.0,130.0,4000
24,0,2015,46575.0,2,1,32,1,0,2,1.461,1,4315.0,1822.0,1695.0,5.0,50.0,84.0,3750.0,200.0,1900
